2025-07-29 21:23:54 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:23:54 - price_service - INFO - Initializing price service module
2025-07-29 21:23:54 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:23:54 - price_service - INFO - Initializing price service module
2025-07-29 21:23:54 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:23:54 - price_service - INFO - Initializing price service module
2025-07-29 21:23:56 - price_service - INFO - Initializing price service module
2025-07-29 21:23:56 - price_service - INFO - Initializing price service module
2025-07-29 21:23:57 - price_service - INFO - Initializing price service module
2025-07-29 21:29:29 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:29:29 - price_service - INFO - Initializing price service module
2025-07-29 21:29:30 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:29:30 - price_service - INFO - Initializing price service module
2025-07-29 21:29:30 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:29:30 - price_service - INFO - Initializing price service module
2025-07-29 21:29:31 - price_service - INFO - Initializing price service module
2025-07-29 21:29:32 - price_service - INFO - Initializing price service module
2025-07-29 21:29:32 - price_service - INFO - Initializing price service module
2025-07-29 21:33:24 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:33:24 - price_service - INFO - Initializing price service module
2025-07-29 21:33:25 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:33:25 - price_service - INFO - Initializing price service module
2025-07-29 21:33:25 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:33:25 - price_service - INFO - Initializing price service module
2025-07-29 21:33:26 - price_service - INFO - Initializing price service module
2025-07-29 21:33:27 - price_service - INFO - Initializing price service module
2025-07-29 21:33:27 - price_service - INFO - Initializing price service module
2025-07-29 21:57:55 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 07:16:17 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 07:16:17 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 07:16:38 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 07:16:38 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 07:16:38 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 07:16:38 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 07:16:38 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 07:16:38 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 07:16:38 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 07:16:38 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 07:16:38 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 07:16:38 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 07:16:38 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 07:16:38 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 07:16:39 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 07:16:39 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 07:16:39 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 07:16:39 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 07:16:39 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 07:16:39 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 07:16:42 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 07:16:42 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 07:16:42 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 07:16:42 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 07:16:42 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 07:16:42 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 07:16:44 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 07:16:44 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 07:16:44 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 07:16:44 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 07:16:44 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 07:16:44 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 07:16:44 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 07:16:44 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 07:16:44 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 07:16:44 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 07:16:44 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 07:16:44 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 07:16:46 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 07:16:46 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 07:16:46 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 07:16:46 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 07:16:46 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 07:16:46 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 07:16:53 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 07:16:53 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 07:16:53 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 07:16:53 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 07:16:53 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 07:16:53 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 07:16:53 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 07:16:53 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 07:16:53 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 07:16:53 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 07:16:53 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 07:16:53 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 07:16:54 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 07:16:54 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 07:16:54 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 07:16:54 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 07:16:54 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 07:16:54 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 07:22:38 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 07:22:38 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 07:22:38 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 07:22:38 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 07:22:38 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 07:22:38 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 07:22:56 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 07:22:56 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 07:22:56 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 07:22:56 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 07:22:56 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 07:22:56 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 07:22:56 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 07:22:56 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 07:22:56 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 07:22:56 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 07:22:56 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 07:22:56 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 07:22:56 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 07:22:56 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 07:22:56 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 07:22:56 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 07:22:56 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 07:22:56 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 07:22:56 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 07:22:56 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 07:22:56 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 07:22:56 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 07:22:56 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 07:22:56 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 07:23:15 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 07:23:15 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 07:23:15 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 07:23:15 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 07:23:15 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 07:23:15 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 07:23:17 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 07:23:17 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 07:23:17 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 07:23:17 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 07:23:17 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 07:23:17 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 07:23:17 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 07:23:17 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 07:23:17 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 07:23:17 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 07:23:17 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 07:23:17 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 07:23:17 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 07:23:17 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 07:23:17 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-30 07:23:17 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-30 07:23:17 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-30 07:23:17 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-30 08:09:11 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-30 08:09:11 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-30 08:09:11 - price_service - WARNING - No price record found for 5 in USD, using default values
